zipcode,pdb_org_id,country,org_id,url,address,name,state,city
53-509,35837,PL,35837,https://femsci.net,"ul. Prosta 14/15
53-509 Wrocław",femsci,Wrocław,Wrocław
,35838,,35838,,,"Msen, Inc.",,
19073,35839,US,35839,https://litespeedtech.com/,18 Campus Blvd.,Lite Speed Technologies Inc.,PA,Newtown Square
25125,35840,IT,35840,https://as197749.net/,"VIA ORZINUOVI 17
25125 Brescia BS",Trimarchi Manuele,Lombardia,Brescia
,35841,CA,35841,https://adryd.com,,Ariana Rydzkowski,,Toronto
,35842,,35842,,,"ASYMPTOTE NETWORK, LLC",,
,35843,,35843,,,Mevatel Limitada,,
,35844,,35844,,,Adnet İnternet ve İletişim Hizmetleri Ticaret Limited Şirketi,,
84096-4697,35845,US,35845,,12762 S 6000 W,Travis Tabbal,UT,Herriman
,35846,,35846,,,Triveloz provedor de internet ltda,,
B2804,35847,AR,35847,http://www.ifranet.com.ar,"2804
M. Becerra N° 822",IFRANET S.A.,Buenos Aires,Campana
,35848,,35848,,,BENWELL,,
16360000,35849,BR,35849,https://ltsolucoes.com,"Rua Santos Dumont, 424, Centro",LT SOLUCOES,,Avanhandava
,35851,,35851,,,TERA CORPORATION TELECOMUNICACOES EIRELI,,
95121,35852,US,35852,,3251 Firth Way,DeLong Consulting,CA,San Jose
,35854,ID,35854,,,PT Acclivis Technologies and Solutions,,
,35855,,35855,,,PT Sarana Jaringan Indonesia,,
82008,35856,DE,35856,https://nexserv.de,"Kapellenstr. 22
82008 Unterhaching",nexserv GmbH,Oberbayern,Unterhaching
59198-000,35857,BR,35857,http://www.inforwaynet.com.br,"Rua Sao Jose, 460
Montanhas - RN",INFORWAY INFORMATICA E TELEFONIA LTDA - ME,RN,Montanhas
58849,35858,DE,35858,,,KNIC,,Herscheid
,35859,,35859,,,HUILA INVESTMENT GROUP SAS,,
,35860,,35860,,,VICONTEC TECNOLOGIA INTERNET E REDES LTDA,,
3520,35861,BD,35861,http://www.avevaresources.com,"Hazi Mansion, Burichang
Cumilla",AVEVA RESOURCE,,"Burichang Bazar, Burichang"
83122,35862,ID,35862,,Jl. Terusan Bung Hatta,Nap.re,,Mataram
88134500,35863,BR,35863,http://quickinternet.net,Rua Jose Valério De Souza,QUICK INTERNET LTDA,,palhoça
054000,35864,,35864,,No. 4 guanghua Road Renze District Xingtai City Hebei,GAO RUIKANG,,xingtai
,35865,ZA,35865,https://inside-e.co.za/,,EDGETECHIT CC,,Cape Town
WC1N 3AX,35866,GB,35866,,27 Old Gloucester Street,The Penguin Collective Ltd,Camden,London
,35867,,35867,,,Florian Krieger,,
82801,35868,US,35868,https://spiketelecom.com,,Spike Telecom LLC,,Sheridan
,35869,,35869,,,LC SERVICOS TELECOMUNICACOES E INFORMATICA EIRELI,,
,35870,,35870,,,Loop Internet,,
21021,35871,UA,35871,https://vntu.edu.ua/,Khmelnytsky highway 95,Vinnytsia National Technical University,,Vinnytsya
,35872,,35872,,,Andreas Martin Steiro,,
68415,35873,ID,35873,https://o-net.id,"Jalan Kapten Ilyas 25
Banyuwangi 68415",PT Indo Access Semesta,Jawa Timur,Banyuwangi
,35874,,35874,https://www.connectivitycap.com/,,Connectivity Capital LLC,,
,35875,,35875,,,"ACESSE WI-FI SERVICOS, INSTALACAO E MANUTENCAO",,
,35876,,35876,,,LUCID IT SERVICES,,
,35877,ID,35877,https://www.lestari.net.id,Perum Sub Inti 1,PT Lestari Exellika Barokah,,Kota Pekalongan
,35878,ZM,35878,https://zamren.zm,"University of Zambia School of Education Building First Floor, West Wing P O Box 32379 Lusaka",Zambia Research and Education Network (ZAMREN),,Lusaka
,35879,,35879,,,Interlink Network SRL,,
2001,35880,AL,35880,,"Manez, Rruga Ali Beqja , Nr1",PRIAMNET Shpk,,Durres
,35881,,35881,,,"Network, LLC",,
8642,35882,AT,35882,https://alech.cc,,Alec Hoefler,,St. Lorenzen
122003,35883,IN,35883,http://www.anodicnetwork.com,"327, office no-04 , ram chandra market,
near indian overseas bank, sector 52",Anodic Telenetwork Private Limited,,gurgaon
,35884,,35884,,,Tier1,,
,35885,PH,35885,,,Edizon Palad,,
48727,35886,DE,35886,https://est-it.de,"Holthauser Str. 40
48727 Billerbeck",Erik Stomp,Münster,Billerbeck
,35887,,35887,,,CONNECT INTERNET BANDA LARGA LTDA ME,,
,35888,,35888,,,QNS CLOUD,,
35680-262,35889,BR,35889,https://mgdata.com.br/site/,"Rua Caetes, 13",MGDATA TECNOLOGIA LTDA,,Itaúna
28773-0350,35890,US,35890,https://outreachbb.com,58 Pot Shoals Rd,"Outreach Broadband, Inc.",NC,Saluda
,35891,,35891,,,Bank of Kigali Ltd,,
03690,35892,ES,35892,https://ismhdez.es,"Carrer Villena 6
03690 Sant Vicent del Raspeig",Ismael Munoz Hernandez,Alacant,Sant Vicent del Raspeig
,35893,,35893,,,Stuart Broome,,
,35894,,35894,,,UCAYALI INTERNET,,
,35895,,35895,,,Nicolas VIDAL,,
37660-000,35896,,35896,http://newconnecttelecom.com.br/,"R. Presidente Juscelino, 266 - Centro,",New Connect Telecomunicações Ltda,,Paraisópolis
,35897,GB,35897,https://route96.org,,Route96,,
,35898,,35898,,,BASED ON WHAT LLC,,
54150-191,35899,BR,35899,https://www.ondanetpe.com.br,"Rua Artur Xavier, 37
Socorro",ONDANET PE,,Jaboatao dos guararapes
,35900,,35900,,,Archon Network and Data Solution,,
,35901,AF,35901,https://hewadict.com,"District # 6  Shahr-e Now
119 Olympic Dr, Stafford, VA 22554 United States",Hewad Aziz Services Company,,Kandahar
,35902,,35902,,,BG NEWIX,,
DN31 3AG,35903,GB,35903,https://atomic.co.uk,"Dataplan
1 Prince Albert Gardens",Atomic IT,,Grimsby
12190,35904,ID,35904,https://bd-dc.com,"Sudirman Central Business District, Lot 28, Jln Jenderal Sudirman Kav 52-53
Treasury Tower",BDDC (Bersama Digital Data Centres),,South Jakarta
,35905,KR,35905,,,DOYEON,,
,35906,,35906,,,"NSM SOLUTION AND MAINTENANCE CO., LTD.",,
080 01,35907,SK,35907,https://www.itcity.sk,"Pod Kalváriou 4202/17, 080 01  Prešov",ITcity s.r.o.,Prešovský Kraj,Prešov
2281 AK,35908,NL,35908,https://as.selfhostable.net,"Haagweg 187
2281 AK Rijswijk",SELFHOSTABLE,Zuid-Holland,Rijswijk
40885,35909,DE,35909,https://netmountains.de,An der Pönt 46,NETMOUNTAINS® Group GmbH,Düsseldorf,Ratingen
12140,35910,ID,35910,https://pc24telin.com,"Kompleks Ruko Kebayoran Centre Blok A/5
Jl.Raya Kebayoran Baru, Jakarta Selatan.",PT PC24 Telekomunikasi Indonesia,,DKI Jakarta
,35911,GB,35911,https://www.birmingham.gov.uk,,BGFL,,
01100,35912,IT,35912,https://www.antennadsl.it,"VIA DELLA CHIMICA 25
01100 Viterbo VT",Foxtel s.r.l.,Lazio,Viterbo
300000,35913,CN,35913,https://net.hex.ac.cn,"No. 6886, Jinrong Street, Tianjin, China.",HEX Networks,,Tianjin
,35914,,35914,,,F T L Net Provedor de Internet Ltda- ME,,
43000,35915,UA,35915,https://coolnet.com.ua/,"43016, Ukraine, Lutsk, str. Kovelska, 22, office 403",COOLNET LLC,,Lutsk
,35916,,35916,http://www.ttfibra.net.br,,TTFIBRA PROVEDOR DE INTERNET LTDA,,Salvador
,35917,,35917,,,CW46,,
,35918,,35918,https://chaseyy.tech/,,CHASEYY,,
534818,35919,SG,35919,https://www.wisdomisp.com,"73 Upper Paya Lebar Road
NO. 06-01C Centro Bianco",WISDOM CLOUD,,Singapore
,35920,,35920,,,Byteplus Pte. Ltd.,,
,35921,,35921,https://www.fale.com.br/,,FALE S.A.,,
,35922,JM,35922,,,Jamaica Internet Exchange Point,,Kingston
04347-3034,35923,US,35923,http://outerreachbroadband.com,267 Whitten Rd,Outer Reach Broadband LLC,ME,Hallowell
48960-000,35924,BR,35924,https://3ttelecom.com.br/,"Avenida Caraíba, 10 - Núcleo Residencial Pilar",TRISTATE TECNOLOGIA E TELECOMUNICAÇÕES,BA,Jaguarari
,35925,IN,35925,,,On2Cloud IT SERVICES,,
,35926,,35926,,,VANVIK,,
,35927,,35927,,,YAOYAO NETWORK,,
WC1N 3AX,35928,GB,35928,https://pipehost.net,27 Old Gloucester Street,PipeHost,Camden,London
,35929,,35929,,,"VNETKIWON SECURITY CO., LTD",,
58255,35930,ID,35930,http://agungnet.id,,PT Agung Barokah Network,,Blora
6004,35931,AU,35931,https://perthmint.com,310 Hay St,Gold Corporation,WA,East Perth
,35932,,35932,,,Wannan Trading Pty Ltd,,
,35933,,35933,,,LINKOTEK NETWORK PRIVATE LIMITED,,
164 52,35934,GR,35934,https://www.fermorite.com,"Iteas 14
164 52 Elliniko-Argyroupoli",FERMORITE,Attiki,Elliniko-Argyroupoli
,35935,,35935,http://www.ainetworks.sl,,AI NETWORKS LIMITED,,
,35936,,35936,,,RULA,,
97753,35937,DE,35937,https://nerdscave.de,Stockbrunnengasse 3,Nerdscave Moritz Mantel,Unterfranken,Karlstadt
,35938,DE,35938,,,BiscuitCloud,,
,35939,,35939,,,House of Commons,,
53135,35940,ID,35940,http://www.arifnet.xyz,"Jl Yos Sudarso
Kebanaran RT 03 RW 01 Pasir kidul",Arif Setiawan,,Purwokerto
L3R 0B8,35941,CA,35941,https://themaple.com,"Trillium Executive Centre, East Tower",TheMaple Inc.,,Markham
13220,35942,ID,35942,http://www.aksesarmedia.id,"Jalan Perserikatan 4D
Rawamangun",PT Akses Artha Media,Daerah Khusus Ibukota Jakarta,Jakarta Timur
10250,35943,ID,35943,https://Registrindo.co.id,"CoHive Menara Tekno, Lantai 3-1
Jl. Fachrudin No. 19 Jakarta",PT Jaringan Registri Indonesia,,Jakarta Pusat
J9X 4N8,35944,CA,35944,http://www.evolu-net.ca,"11 Av Principale
Rouyn-Noranda QC J9X 4N8",Evolu-Net Inc.,QC,Rouyn-Noranda
,35945,,35945,,,Tim & Associates LLC,,
,35946,,35946,,,SpaceNet Ltd.,,
AZ1075,35947,AZ,35947,https://a2z.az/,"Baku, Narimanov district, 1965 block, Chinar Park Business Center, building 1, floor 6",A2Z Technologies CJSC,,Baku
3290,35949,LU,35949,https://www.luxconnect.lu/,"202, Z.a.e. Wolser F
L-3290 Bettembourg",LuxConnect S.A.,Esch-sur-Alzette,Bettembourg
521001,35950,IN,35950,http://www.gmcplbroadband.com,"11-1157,chammanigiripet
siticable office",Gnana 11 Communication Private Limited,,machilipatnam
,35951,DE,35951,https://as197434.net,,NAU,,
100871,35952,CN,35952,,"No. 5 Yiheyuan Road,Haidian District,Beijing,China Peking University 100871",Mjjcloud.Net,,Beijing
,35953,,35953,,,Asynet,,
65180-000,35954,BR,35954,https://onlytelecom.net.br,"Av. Lister Caldas, 70, Bairro do Gomes.",ONLY SERVICOS DE TELECOMUNICACOES LTDA,,Humberto de Campos
,35955,,35955,,,MEEKLY,,
,35956,,35956,,,"Ninecloud Services, Inc.",,
116 45,35957,SE,35957,https://evroc.com,"Katarinavägen 15
116 45 Stockholm",evroc AB,Stockholms Län,Stockholm
,35958,,35958,,,RESOLVE TELECOM LIMITADA -ME,,
217519,35959,RO,35959,https://hosteaza.com,"STRADA SECUNDARA, NR 187
-",HOSTEAZA S.R.L.,,SIPOTU
,35960,,35960,,,Albanian Fiber Telecommunications,,
,35961,PE,35961,http://lamtel.net,Calle Fanny Abanto 149 Atusparias José L. Ortiz Chiclayo Lambayeque,INTEGRA NETWORK DEL PERU E.I.R.L.,,Chiclayo
,35962,,35962,,,INTERNETUP TELECOMUNICAÇÕES LTDA,,
,35963,,35963,,,NEW MASTER TELECOM OPERADORA DE TELECOMUNICAÇÕES L,,
K2J 4J6,35964,CA,35964,https://zacharyseguin.ca,"PO Box 37014
Nepean",Zachary Seguin,,Ottawa
28037,35965,ES,35965,https://iaas.es,Maraton 12,IaaS Datacenter Madrid,Madrid,Madrid
,35966,,35966,,,ANS Communications,,
,35967,,35967,,,Sovtest Internet,,
,35968,,35968,,,Coleso Legal Technologies (Pty) Ltd,,
,35969,,35969,,,"C. M. Corporation, LDA",,
,35970,,35970,,,Spark New Zealand Trading Ltd.,,
,35971,,35971,,,CLOUDCELL TELEKOMUNIKASYON A.S.,,
,35972,,35972,,,SMK Negeri 22 Jakarta,,
,35973,,35973,,,MYCONNECT SERVICOS DE TELECOMUNICACAO LTDA,,
,35974,,35974,https://freev6.com,,FreeV6,,
,35975,AO,35975,https://egatecloud.ao,"Av. Cmte Valódia Rua Gil Vicente, csa nº 13",EGATE CLOUD SERVICES LDA,,Luanda
15412,35976,ID,35976,http://www.itn-id.net,"Jalan Kesatrian 2
Rempoa",PT Infotech Tantami Nusantara,Banten,Tangerang Selatan
,35977,,35977,,,"SISTEMAS TELCORP, C.A.",,
,35978,MX,35978,https://www.pcel.com/,,PC ONLINE,,Monterrey
,35979,,35979,,,Infininet Global Pty Ltd,,
44160,35980,MX,35980,http://vinoc.mx,"Avenida Chapultepec Sur 284
Colonia Americana","VINOC, S.A.P.I. DE C.V.",JAL,Guadalajara
16995,35981,ID,35981,https://www.biznetdatacenter.com/,Jl. Biznet Technovillage No. 1,Biznet Technovillage,West Java,Cimanggis
,35982,,35982,,,Kirill Zinov,,
36513,35983,ID,35983,https://indotungkal.net/,"Jl H Asmuni No 03 , Desa/Kelurahan Tungkal Empat Kota Kab. Tanjung Jabung Barat Prov. Jambi",PT Indo Tungkal Net,,kuala tungkal
415001,35984,IN,35984,http://crm.inetservice.in,"At Post Vaduth,
Sadguru Chembers,Visawa naka,",INet Services Pvt Ltd,,satara
,35985,,35985,,,Green Way Telecomunicaciones S.L.,,
,35986,,35986,,,Moya Telcom (PTY) Limited,,
8406,35987,CH,35987,https://www.netcloud.ch,Schlachthofstrasse 19,Netcloud AG,Zürich,Winterthur
86803-370,35988,BR,35988,https://initfibra.com.br/,"Av. Pinho Araucária,1320",Init Fibra,,Apucarana
4399,35989,ZA,35989,https://www.dcwireless.co.za/,"82 Zen Drive
Kwadukuza",Dolphin Coast Wireless Pty Ltd,Kwazulu-Natal,Kwadukuza
,35990,,35990,,,WavSpeed Incorporated,,
,35991,,35991,,,ROSENET,,
5585,35992,AR,35992,https://www.continental.net.ar,Remedios de Escalada 86,VASCONI IVAN GONZALO (CONTINENTAL INTERNET),,Los Barriales
254,35993,KE,35993,HTTPS://WWW.KENIC.OR.KE,"CA COMPLEX
WAIYAKI WAY",Kenya Network Information Centre (KENIC),,NAIROBI
11328,35994,MU,35994,https://xyberdata.com,"2nd Floor BVR House
4 Lislet Geoffroy Street",Xyberdata Ltd,,Port Louis
39164,35995,DE,35995,https://netKNOX.de,"Kastanienallee 12c
39164 Wanzleben-Börde",netKNOX,Sachsen-Anhalt,Wanzleben-Börde
,35996,,35996,,,Weserve B.V.,,
,35997,,35997,,,Weserve Belgium B.V.,,
,35998,CN,35998,https://wjy.me,"Wuhan, China",WJY Limited,,Wuhan
64685-000,35999,BR,35999,http://www.ebenet.com.br/,R. Estevao Avelino Brito - CENTRO,M R ALENCAR SOUSA ME,,Marcolândia
95129,36000,ID,36000,https://jartel.net.id,Kota Manado - Sulawesi Utara,PT. Jaringanku Media Telekomunikasi,,Manado
9100,36001,BD,36001,https://www.ramdiaonlinebd.com/,16 Sher-E-Bangla Road Khulna.,RAMDIA ONLINE,,Khulna
,36002,,36002,,,Assembléia Legislativa do Estado do RS,,
4066,36003,AU,36003,https://www.capti.com.au,"Level 1
9 Sherwood Road",Capti Networks Pty Ltd,QLD,Toowong
,36004,,36004,,,"Atomlantis Network, LLC.",,
,36005,,36005,,,NVNET PROVEDOR DE INTERNET E SERVICOS LTDA ME,,
EC2V 5AE,36006,GB,36006,https://tsunami-electric.net,"Blackwell House
Guildhall Yard",TSUNAMI ELECTRIC,City Of London,London
,36007,,36007,,,AFAGH,,
,36008,,36008,http://absolute-guff.net,,Absolute Guff Ltd,,
80302-5233,36009,US,36009,https://sunoaki.net,1942 Broadway Ste 314C,Sunoaki Network LLC,CO,Boulder
46365,36010,ID,36010,https://afna.link,"Dusun Ciokong RT 03 RW 01,
Desa Sukaresik, Kec. Sidamulih,",PT Afna Digital Indonesia,,Pangandaran
,36011,,36011,http://navegtelecom.net.br/,,M.K TELECOMUNICAÇÕES LTDA-ME,,
95816-5712,36012,US,36012,https://macarne.com,2108 N St,Macarne LLC,CA,Sacramento
,36013,HK,36013,,,Kam Yiu Wong,,
65085-239,36014,BR,36014,https://www.hrcnet.com.br/,"R. Nicarágua, Qd - D - casa 15
Anjo da Guarda",HRCNET TELECOM LTDA,,Sao Luis
,36015,US,36015,https://nellicus.net,,"NELLICUS, LLC",,
,36016,,36016,,,Teracom Samhällsnät AB,,
63017-4834,36017,US,36017,https://www.hyperfiber.com,400 Chesterfield Ctr,HyperFiber,MO,Chesterfield
91367-3642,36018,US,36018,https://infinitum-nihil.com,21700 Oxnard St,INFINITUM NIHIL,CA,Woodland Hills
,36019,,36019,,,University of Massachusetts Medical School,,
41311-336,36020,BR,36020,https://jlprovedor.com.br,Rua Antônio de Jesus,JL Provedor,,Salvador
,36021,ID,36021,,,ILHAM MAULANA,,
90812,36022,ID,36022,https://soppeng.go.id/,"Jl. Salotungo No.1
Kecamatan Lalabata Kabupaten Soppeng",Pemerintah Kabupaten Soppeng,,Watansoppeng
,36023,,36023,,,Western ICT Solutions Services,,
34000,36024,TR,36024,http://www.servisposta.com,Yakuplu Mah. Hurriyet Bulv. Skyport Tower No:151 Beylikduzu/Istanbul,SERVISPOSTA ILETISIM VE YAZILIM HIZMETLERI SAN. TIC. LTD. STI.,,istanbul
,36025,,36025,,,1gb LLC,,
,36026,,36026,,,PT. UTARA NUSA MEDIA,,
,36027,,36027,,,Soverin B.V.,,
110131,36028,CO,36028,https://bluetelecomunicaciones.com/,"Carrera 8A 153-51
Bogotá 110131",BLUE TELECOMUNICACIONES SAS,"Bogotá, D.C.",Bogotá
34198,36029,ID,36029,http://fajarmedia.co.id/,"Rt.039 Rw.040 Desa Muara Gading Mas
Kecamatan Labuhan Maringgai Lampung Timur",PT Fajar Media Abadi,,Lampung Timur
,36030,,36030,,,Huicast Telecommunications,,
,36031,,36031,,,Data Centre as a Service,,
34192,36032,ID,36032,https://www.ncn.net.id,"Jalan Bungur Raya, Tanjung Inten, Komplek pasar Purbolinggo",PT Network Center Nusantara,,Purbolinggo
700053,36033,IN,36033,https://www.fbnet.in/,"174/3, B.L. Saha Road",FUTURE NETSANCHAR LIMITED,,Kolkata
53175,36034,DE,36034,https://www.enbitcon.de,August-Bebel-Allee 6,EnBITCon GmbH,Köln,Bonn
,36035,MV,36035,,,Pionen,,
,36036,GH,36036,,,Accra-IX,,Accra
,36037,,36037,,,OptimERA xG,,
,36038,ID,36038,https://gosyennet.id/,,GOSYEN NET,,
,36039,,36039,,,P.S.H. DO COUTO TELECOMUNICAÇAO-ME,,
15040-289,36040,BR,36040,http://radionetriopreto.com.br/,"Rua José Quintana Gonzales, 4685
Jardim Residencial Vetorasso",Radionet Telecom,SP,São José do Rio Preto
,36041,,36041,,,Dragon Network LLC,,
,36042,,36042,https://oxio.com,,"OXIO, Inc.",,
,36043,,36043,,,LLC Rivne Telecom,,
L1 0AB,36044,GB,36044,https://giant.net.uk/,"54 St. James Street
Liverpool",Giant Communications Limited,Liverpool,Liverpool
57160000,36045,BR,36045,https://conectemarechal.com.br/,"ROD EDVAL LEMOS SANTOS,268",CONECTE MARECHAL,,Marechal Deodoro
,36046,,36046,,,SPACECORE SOLUTION LTD,,
5708,36047,PH,36047,https://culasi-cable.tv,"Culasi, Antique",CULASI CATV INC.,,Culasi
97753,36048,DE,36048,https://servermanagementpanel.de,Stockbrunnengasse 3,SERVER MANAGEMENT PANEL,Unterfranken,Karlstadt
368832,36049,RU,36049,https://www.optimaset.ru,st. Aerodromnaya 4,OPTIMASET Ltd.,,Kizlyar
V5W 3Y4,36050,CA,36050,https://bgp.mymisaka.net,"6122 Prince Edward St
Vancouver BC V5W 3Y4",MYRNA MISAKA NETWORK INC.,BC,Vancouver
45876-8751,36051,US,36051,https://www.microtronixdc.com,193 W Canal St,"Microtronix ESolutions, LLC",OH,Ottoville
,36052,,36052,,,PT. Sarana Optima Berdikari,,
DD1 1RQ,36053,GB,36053,https://fibrecast.uk,78-84 Bell Street,FIBRECAST LTD,Dundee City,Dundee
,36054,,36054,,,Hoatoc company limited,,
,36055,NL,36055,https://as216455.stingalleman.nl,,Sting Alleman,,Leidschendam
,36056,,36056,https://edvinbasil.com,,Edvin Basil Samuval,,
,36057,,36057,,,FEONET,,
,36058,,36058,,,ISAT AFRICA KENYA LTD,,
0103,36059,GE,36059,https://worldbus.ge,"Isani District, Telavi Street N45a, Apartment N28",WORLDBUS,,Tbilisi
,36060,,36060,,,Digital Technology Co.Ltd.,,
0103,36061,GE,36061,https://worldbus.ge,"Isani District, Telavi Street N45a, Apartment N28",TradeZone LLC,,Tbilisi
,36062,,36062,,,Binary-0,,
16828-9108,36063,US,36063,https://www.blackbearfiber.com,2826 Earlystown Rd,Centre WISP,PA,Centre Hall
62370-000,36064,BR,36064,http://strikenet.net.br,"RUA ITALIANO JULIO FILIZOLA, 528
CENTRO",Strike Net Provedor de Acesso a Internet,,SÃO BENEDITO
34102,36065,US,36065,https://skylinkdc.com/,801 Orchid Drive,SKYLINK DATA CENTERS,Florida,Naples
,36066,,36066,,,Glacier Holdings Ltd.,,
,36067,,36067,,,Y LINX (PVT.) LIMITED,,
11070,36068,RS,36068,https://bluefur.net,,Erik Berg,,Belgrade
495,36069,RU,36069,,,RenTV,,moscow
67140,36070,FR,36070,https://www.tootai.net,"39 RUE DU FOSSÉ
67140 Zellwiller",TOOTAI,Bas-Rhin,Zellwiller
,36071,,36071,,,PLABS,,
V6C 3B6,36072,CA,36072,https://www.hushmail.com,580 Hornby Street,Hush Communications Canada Inc.,BC,Vancouver
,36073,,36073,,,GRAPHIANT INC,,
10400,36074,TH,36074,https://rdcw.co.th,"331/43 Trok Wat Phrayayang
Thanon Phetchaburi Sub-district",RDCW Company Limited,,Ratchathewi
,36075,,36075,,,R3 TELECOM,,
,36076,,36076,,,"TAI GUANG MEDICINES CO., LTD.",,
,36077,,36077,,,Host Havoc,,
,36078,,36078,https://mariotpc.com,,MarioTPC-NetLabs,,
,36079,,36079,,,CV Redjo Pawiro,,
2188,36080,ZA,36080,https://gcis.cloud,"BAQUETTE PLACE
JUKSKEI PARK",GLOBAL CLOUD INFRASTRUCTURE SOLUTIONS (PTY) LTD,,RANDBURG
,36081,,36081,,,Hostpost Hungary,,
,36082,,36082,https://negu.io,,NEGU,,
64208-105,36085,BR,36085,http://www.cloudtelecom.com.br,"Av. Dr. João Silva Filho, 5815 - Planalto Montserrat",Cloud Telecom Eireli,,Parnaíba
13013,36086,FR,36086,https://spaceint.fr,"84 AVENUE DE SAINT JÉRÔME
13E Arrondissement",Association SpaceInt,Bouches-du-Rhône,Marseille
,36087,,36087,,,WRENET TELECOMUNICACOES,,
,36088,,36088,,,Vumacam (Pty) Ltd,,
97270,36089,DE,36089,https://www.duering-andreas.de/,,Andreas Duering,,Kist
,36090,,36090,,,CIANET TELECOM,,
,36091,,36091,,,Anonservers,,
50825,36092,DE,36092,https://deepl.com,Maarweg 165,DeepL SE,Köln,Cologne
,36093,,36093,,,NEXGENET COMPANY LIMITED,,
,36094,,36094,,,UP TELECOMUNICAÇÕES,,
39400-098,36095,BR,36095,https://digitalnetmg.com.br/,"Avenida Afonso Pena, 486 Sala 207
Centro",G9 Telecom Brasil SPE LTDA,MG,Montes Claros
58 Peregrine Road,36096,GB,36096,https://hanarin.uk,"Hanarin Ltd
58 Peregrine Road Office 3972",Hanarin Ltd.,,Ilford
,36097,,36097,,,Kwame Nkrumah University of Science and Technology,,
,36098,,36098,https://ixcsoft.softnet-telecom.com.br/,,SOFTNET COMUNICAÇÕES EIRELI,,
,36099,,36099,,,TURBONET S.A.,,
,36100,,36100,,,Ore & Metal Company,,
,36101,,36101,https://pandawanetwork.id,,CV Pandawa Network,,
42660,36102,MX,36102,https://www.infitelecom.com,PLAZA 31 DE MAYO,INFITELECOM,,FRANCISCO I MADERO
90028-7104,36103,US,36103,,6600 W Sunset Blvd,"Bitmax, Inc.",CA,Los Angeles
135001,36104,IN,36104,http://www.ncwpl.in,"380R, Model Town,
Near Government School",Net Connect Wifi Pvt Ltd,,Yamunanagar
,36105,,36105,,,Bhaluka Broadband Internet Service,,
00100,36106,KE,36106,https://systel.ke,,Systel Limited,,Nairobi
IP28 7DE,36107,GB,36107,https://www.princewen.com,82A James Carter Road,Aponia LTD,,Mildenhall
61351,36108,ID,36108,https://cix.co.id,"02/04, Batankrajan
Gedeg",Computing ID,Jawa Timur,Mojokerto
WC2H 9JQ,36109,GB,36109,https://www.dexdc.com,"71-75 Shelton Street
London",DexDC,Camden,London
0157,36110,ZA,36110,https://endgame.co.za,1 Bondev Drive,ENDGAME,Gauteng,Centurion
,36111,,36111,,,Poyraz Hosting,,
,36112,,36112,,,Future Fibre Installations (Pty) Ltd,,
,36113,,36113,http://www.m3.net.pl,,M3.NET,,
500004,36114,IN,36114,https://pioneeronline.com,"Samrat Commercial Complex
Saifabad",Pioneer Elabs Ltd.,,Hyderabad
,36115,SE,36115,https://ecodatacenter.tech/,,EcoDataCenter,,
,36116,,36116,,,BURBFLARE,,
AZ1003,36117,AZ,36117,https://www.pasha-technology.com,"Gurban Abbasov, 29, Bayil Plaza",PASHA TECHOLOGY,,Baku
,36118,,36118,,,Alexandre Taboin,,
39725-000,36119,BR,36119,http://www.mvprovedor.com.br,"Rua Santo Antônio, 318 - Centro",MV COMUNICACOES LTDA - ME,,Santa Efigênia de Minas
59425,36120,DE,36120,http://ip6.ee,"Hammer Str. 197
59425 Unna",MARCEL NET,Arnsberg,Unna
,36121,FR,36121,https://www.lewan.space,,Léwan P.,,
,36122,,36122,,,E-Connecta Limited,,
200001,36123,CN,36123,,Shangxue Road,"Shanghai Sunwen Advertising Co., Ltd",,Jiading District
,36124,,36124,,,PT Satria Wangsa Mataram,,
,36125,,36125,,,Shokuhou Service,,
,36126,,36126,,,Evrocomuk,,
19801,36127,US,36127,https://atomicnetworks.co,1007 N Orange St,Atomic Networks LLC,DE,Wilmington
,36128,,36128,,,MoTech,,
,36129,,36129,,,Flynet Online Solutions Pvt Ltd,,
4600,36130,AT,36130,https://cloud.itandtel.at/,Knorrstraße 10,eww ag | ITandTEL CLOUD Networks,Oberösterreich,Wels
,36131,,36131,,,"East Mississippi Connect, LLC",,
34887,36132,TR,36132,https://netlen.com,Istanbul,Netlen Internet Hizmetleri Ltd. Sti.,,Istanbul
19020-500,36133,BR,36133,,"Rua Reverendo Coriolano, 1061
Jardim Aviação",CARRILHO E MORAES COMUNICACAO MULTIMIDIA EIRELI,SP,Presidente Prudente
4902 NS,36134,NL,36134,https://www.lennmedia.nl/,Bredaseweg 108A,LennMedia,Noord-Brabant,Oosterhout
99004-1910,36135,US,36135,https://ardentnetworks.net/,1706 2nd St,"Ardent Wireless, LLC",WA,Cheney
01114,36136,LT,36136,https://www.medbank.lt,"Pamėnkalnio g. 40
01114 Vilnius",Medbank,,Vilnius
,36137,,36137,,,"Okta, Inc.",,
4006,36138,AU,36138,https://moveupinternet.com/,"454 St Pauls Tce
Fortitude Valley QLD 4006",Move Up Internet Pty Ltd,QLD,Fortitude Valley
92117-5504,36139,US,36139,https://solidnetwork.org/,4231 Balboa Ave,"SolidNetwork Technologies, Inc.",CA,San Diego
28896-022,36140,BR,36140,https://www.costalink.com.br,"Rua Teresópolis, 50 - Loja 5
Jardim Mariléa",CTL PROVEDOR DE INTERNET LTDA,,Rio das Ostras
,36141,,36141,,,DC LINK,,
